author_id,name,last,fore,initials,affiliations,is_industry_affiliated,industry_orgs,paper_count
3bffb22b8269,"Benowitz, N L",Benowitz,N L,NL,"University of California, San Francisco.; Division of Clinical Pharmacology and Experimental Therapeutics, University of California, San Francisco, USA.; Division of Clinical Pharmacology and Experimental Therapeutics, Medical Service, San Francisco General Hospital Medical Center, San Francisco, California, USA. nbenowitz@medsfgh.ucsf.edu; 1] Division of Clinical Pharmacology and Experimental Therapeutics, Medical Service, San Francisco General Hospital Medical Center, San Francisco, California, USA [2] Department of Medicine, University of California, San Francisco, San Francisco, California, USA.",False,,9
53269798fb17,"Foy, A",Foy,A,A,,False,,1
e376208078bc,"deBethizy, J D",deBethizy,J D,JD,"Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, N.C.; Research and Development, Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, North Carolina 27102.",False,,11
0dc8c3d1e7a7,"Robinson, J H",Robinson,J H,JH,"Biobehavioral R & D, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.; Biobehavioral R&D, R.J. Reynolds Tobacco Company, Bowman Gray Technical Center, Winston-Salem, NC 27102.",False,,11
c9845774f952,"Davis, R A",Davis,R A,RA,"Biochemical/Biobehavioral R&D, R. J. Reynolds Tobacco Company, Winston-Salem, NC 27102.",False,,10
f0e030c4da20,"Doolittle, D J",Doolittle,D J,DJ,"Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.; Cellular/Molecular Biology Division, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.",False,,8
f1f5bf0c0fe3,"Burger, G T",Burger,G T,GT,,False,,4
f0a3007a04ff,"Reynolds, J H",Reynolds,J H,JH,,False,,3
98f4e28a228f,"Fletcher, R G",Fletcher,R G,RG,,False,,1
c1733b7c469e,"Hayes, A W",Hayes,A W,AW,,False,,2
2baae71adeef,"Rahn, C A",Rahn,C A,CA,"Cellular and Molecular Biology, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.",False,,4
09f8a497ccd4,"Davis, R",Davis,R,R,,False,,1
12719bf66aa8,"Howard, G",Howard,G,G,,False,,3
b4aac2229619,"Lee, C K",Lee,C K,CK,,False,,1
28b5a6912d91,"McKarns, S C",McKarns,S C,SC,,False,,2
fd29d4b7953c,"Riccio, E",Riccio,E,E,,False,,3
277933a5335a,"Robinson, J",Robinson,J,J,,False,,1
316697d876f6,"Warner, K E",Warner,K E,KE,"Department of Public Health Policy and Administration, School of Public Health, University of Michigan, Ann Arbor 48109-2029, USA.; Department of Health Management and Policy, School of Public Health, University of Michigan, Ann Arbor 48109-2029, USA. kwarner@umich.edu; Department of Health Management and Policy, School of Public Health, University of Michigan, Ann Arbor, USA.",False,,5
ebe9ee784468,"McManus, K T",McManus,K T,KT,"Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.",False,,2
589bb1cdab17,"Garteiz, D A",Garteiz,D A,DA,,False,,1
5f9d61483b5a,"Kyerematen, G A",Kyerematen,G A,GA,,False,,1
bac6f311991b,"Vesell, E S",Vesell,E S,ES,,False,,2
6d43e648fad9,"Levin, E D",Levin,E D,ED,"Nicotine Research Laboratory, VA Medical Center, Durham, NC 27705.",False,,1
79b46b9e965f,"Behm, F",Behm,F,F,,False,,1
11eaf87744b3,"Rose, J E",Rose,J E,JE,,False,,1
fb9d966ce647,"Passananti, G T",Passananti,G T,GT,,False,,1
33d53de5d125,"Borgerding, M F",Borgerding,M F,MF,"R. J. Reynolds Tobacco Company, Bowman Gray Technical Center, Winston-Salem, NC 27102, USA.; R.J. Reynolds Tobacco Company, Bowman Gray Technical Center, Winston-Salem, NC 27102, USA. borgerm@rjrt.com",False,,5
47f259b93cf5,"Hayes, J R",Hayes,J R,JR,,False,,1
231e630776b1,"DiFranza, J R",DiFranza,J R,JR,"Fitchburg Family Practice Residency Program, University of Massachusetts Medical School 01420.",False,,1
95bedb3372ae,"Tye, J B",Tye,J B,JB,,False,,1
2ec1fa863745,"McDaniel, R K",McDaniel,R K,RK,,False,,1
6bf1a5a09a0d,"McDonald, J L",McDonald,J L,JL,,False,,1
45a76e2d41a6,"Stiles, M F",Stiles,M F,MF,,False,,4
bea7b4c46449,"Caldwell, W S",Caldwell,W S,WS,"R. J. Reynolds Tobacco Company, Winston-Salem, North Carolina 27102.; Research and Development R.J. Reynolds Tobacco Company Winston-Salem, North Carolina 27102.",False,,4
4579581fd168,"Greene, J M",Greene,J M,JM,,False,,3
6a54776b2a27,"Plowchalk, D R",Plowchalk,D R,DR,,False,,1
d4366ab3e1fc,"Meier, K S",Meier,K S,KS,"Rhode Island Lung Association, Providence 02903.",False,,1
49990d34af61,"Connolly, G N",Connolly,G N,GN,"Massachusetts Department of Public Health, Boston 02111.; Harvard School of Public Health, Division of Public Health Practice, Boston, Massachusetts 02115, USA. gconnoll@hsph.harvard.edu",False,,7
77ca8d558e16,"Orleans, C T",Orleans,C T,CT,"Robert Wood Johnson Foundation, Princeton, New Jersey 08543, USA.",False,,2
4f5f2dd35d68,"Blum, A",Blum,A,A,,False,,1
76baa2428830,"Byrd, G D",Byrd,G D,GD,"Pharmacology Division, R. J. Reynolds Tobacco Company, Winston-Salem, NC 27102.; Research and Development, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA.; Research and Development, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA. byrdg@rjrt.com; Product Evaluation Department, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA. byrdg@rjrt.com",False,,4
57c898831ea3,"Chang, K M",Chang,K M,KM,,False,,1
82e51cb0d153,"Daynard, R A",Daynard,R A,RA,"Northeastern University School of Law, Boston, MA 02115.",False,,2
9cff469b5982,"Pritchard, W S",Pritchard,W S,WS,"Biological Research Group R&D, Bowman Gray Technical Center 611-12, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.; Psychophysiology Laboratory, Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA.; Psychophysiology Laboratory, Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102.; Psychophysiology Laboratory, Bowman Gray Technical Center 611-12, R.J. Reynolds Tobacco Company, Winston-Salem, N.C. 27102, USA.; Psychophysiology Laboratory, Bowman Gray Technical Center 611-12, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA. pritchw@rjrt.com",False,,9
62dff87252b4,"Dobson, G P",Dobson,G P,GP,,False,,1
82a94abf61f8,"Johnson, G K",Johnson,G K,GK,"Dows Institute for Dental Research, University of Iowa, Iowa City.",False,,1
4ba0126df4e1,"Squier, C A",Squier,C A,CA,,False,,1
95f24432c397,"Gilbert, D G",Gilbert,D G,DG,,False,,1
0ff3f7ffa6c4,"Duke, D W",Duke,D W,DW,,False,,2
50351a794d0a,"Ochoa, E L",Ochoa,E L,EL,"Department of Pediatrics, School of Medicine, University of California at Davis 95616.",False,,1
2a7c2df8deab,"Pujol, H",Pujol,H,H,"Centre Régional de Lutte contre le Cancer - Parc Euromédecine, Montpellier.",False,,1
cba519b2056f,"Stoebner, A",Stoebner,A,A,,False,,1
f8f926e31736,"Cabrol, C",Cabrol,C,C,,False,,1
0db15f2aa670,"Hu, J F",Hu,J F,JF,"Shandong Medical University, Jinan.",False,,1
e11cbde9f487,"Chen, Z Q",Chen,Z Q,ZQ,,False,,1
c689e5d8b055,"Ye, T T",Ye,T T,TT,,False,,1
0e890c9715e8,"Klech, H",Klech,H,H,"Initiative Arzte gegen Raucherschäden, Wilhelminenspitals der Stadt Wien.",False,,1
ed73cc3f13ec,"Barrett, J",Barrett,J,J,,False,,1
095a2a700ae7,"Foulds, J",Foulds,J,J,"Division of Psychiatry of Addictive Behaviour, St George's Hospital, Medical School, London.; University of Medicine and Dentistry of New Jersey- School of Public Health, Tobacco Dependence Program, New Brunswick, New Jersey 08852, USA. jonathan.foulds@umdnj.edu",False,,3
fd3390ffccb4,"Ghodse, A H",Ghodse,A H,AH,,False,,1
e1c2c7f3a72e,"Barnes, D E",Barnes,D E,DE,"Department of Medicine, University of California, San Francisco, USA.",False,,5
68ca651d68a6,"Hanauer, P",Hanauer,P,P,"Institute for Health Policy Studies, University of California, San Francisco, USA.",False,,5
8487a1b78932,"Slade, J",Slade,J,J,"Department of Medicine, St Peter's Medical Center, University of Medicine and Dentistry of New Jersey, Robert Wood Johnson Medical School, New Brunswick, USA.; Department of Environmental and Community Medicine, Robert Wood Johnson Medical School, University of Medicine and Dentistry of New Jersey, School of Public Health of New Jersey, New Brunswick, USA. jdslade@ix.netcom.com",False,,12
329f00d73c85,"Bero, L A",Bero,L A,LA,,False,,2
2ff092daba30,"Glantz, S A",Glantz,S A,SA,"Department of Medicine, University of California, San Francisco 94143-0124, USA.; Institute for Health Policy Studies Cardiovascular Research Institute University of California San Francisco, CA 94143, USA. glantz@medicine.ucsf.edu",False,,7
08f6718eb3b3,"Bero, L",Bero,L,L,"Department of Medicine, University of California, San Francisco, USA.",False,,4
d5b4712a58e8,"Krieble, K K",Krieble,K K,KK,,False,,1
b59d15279c28,"Motta, G",Motta,G,G,,False,,1
9ab612a1d73a,"Baluch, W M",Baluch,W M,WM,"Group Health Cooperative of Puget Sound, Renton, WA 98057, USA.",False,,1
48faafa497ff,"Chapman, S",Chapman,S,S,"University of Sydney, Westmead Hospital, New South Wales, Australia.; School of Public Health, University of Sydney, Sydney, New South Wales, Australia. simonchapman@health.usyd.edu.au",False,,6
d026560b7493,"Smith, C J",Smith,C J,CJ,"Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA.; Research and Development, Bowman Gray Technical Center, R.J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA. smithc4@rjrt.com",False,,3
5dc49c9fca21,"Livingston, S D",Livingston,S D,SD,,False,,1
5f42df41edc8,"Bombick, B R",Bombick,B R,BR,,False,,2
eff63bf51e6f,"Avalos, J T",Avalos,J T,JT,,False,,2
0a55320a177b,"Morgan, W T",Morgan,W T,WT,,False,,2
fa19336709cf,"Guy, T D",Guy,T D,TD,,False,,3
f2c0706463cd,"Grabiak, B R",Grabiak,B R,BR,,False,,1
4466e81a050f,"Sweda, E L",Sweda,E L,EL,"Tobacco Products Liability Project, Northeastern University, Boston, Massachusetts, USA.",False,,1
82998286c241,"Henningfield, J E",Henningfield,J E,JE,"Clinical Pharmacology Research Branch, National Institute on Drug Abuse Addiction Research Center, Baltimore, Maryland 21224, USA.; Johns Hopkins University School of Medicine, Baltimore, MD, USA. jhenning@pinneyassociates.com; Department of Psychiatry and Behavioral Sciences, Johns Hopkins University School of Medicine, Baltimore, MD, USA. jhenning@pinneyassociates.com; Department of Psychiatry and Behavioral Sciences The Johns Hopkins University School of Medicine Baltimore, Maryland, USA.; Pinney Associates, Inc, 4800 Montgomery Lane, Suite 1000, Bethesda, MD 20814, USA. jhenning@pinneyassociates.com",False,,12
6523204ee6d9,"Fant, R V",Fant,R V,RV,,False,,2
4be9f41cb5a1,"Tomar, S L",Tomar,S L,SL,"Office on Smoking and Health, US Centers for Disease Control and Prevention, Atlanta, Georgia, USA.; College of Dentistry, University of Florida, Gainesville, FL, USA.; University of Florida College of Dentistry, Department of Community Dentistry and Behavioral Science, 1329 SW 16th Street, Suite 5180, P.O. Box 103628, Gainesville, FL 32610-3628, USA.",False,,4
98ed7f8232d2,"Winn, D M",Winn,D M,DM,"Division of Intramural Research, National Institute of Dental Research, National Institutes of Health, Bethesda, Maryland 20892-6401, USA.",False,,1
c0b0b8bf0283,"Turner, C",Turner,C,C,"Psychology Department, Washington College, Chestertown, MD 21620, USA.",False,,1
da9ca8ace879,"Spilich, G J",Spilich,G J,GJ,,False,,1
c2838e212c38,"Lichtenstein, E",Lichtenstein,E,E,"Oregon Research Institute, Eugene 97403-1983, USA. ed@ori.org",False,,1
fb82ff43964e,"Sweanor, D T",Sweanor,D T,DT,"Smoking and Health Action Foundation, Ottawa, Ontario, Canada. nsraot@netcom.ca",False,,2
b2aa3f7d1adf,"Berridge, V",Berridge,V,V,"London School of Hygiene and Tropical Medicine, UK.",False,,1
5a548526e02a,"Ralapati, S",Ralapati,S,S,"U.S. Department of the Treasury, Bureau of Alcohol, Tobacco and Firearms, National Laboratory Center, Rockville, MD 20850-3188, USA.",False,,1
2d9c1265018f,"Hawkins, J W",Hawkins,J W,JW,,False,,1
c38c0d556c68,"Djordjevic, M V",Djordjevic,M V,MV,"Division of Cancer Etiology and Prevention, American Health Foundation, Valhalla, New York 10595, USA.",False,,2
ae977d1d925d,"Hoffmann, D",Hoffmann,D,D,"American Health Foundation, Valhalla, New York 10595, USA.",False,,3
bb0f26054398,"Hoffmann, I",Hoffmann,I,I,,False,,2
c7206ee44ae6,"Goldstein, A O",Goldstein,A O,AO,"Department of Family Medicine, University of North Carolina, Chapel Hill 27599-7595, USA.",False,,1
e38eeac0b860,"Cohen, J E",Cohen,J E,JE,"Dalla Lana School of Public Health, University of Toronto, Canada; Institute for Global Tobacco Control, Department of Health, Behavior and Society, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA.",False,,2
ebece6de5af4,"Flynn, B S",Flynn,B S,BS,,False,,1
edb1ace51b14,"Gottlieb, N H",Gottlieb,N H,NH,,False,,1
d8f85e135945,"Solomon, L J",Solomon,L J,LJ,,False,,1
59770ed6aef5,"Dana, G S",Dana,G S,GS,,False,,1
2d7b311184bf,"Bauman, K E",Bauman,K E,KE,,False,,1
7697f3793bfb,"Munger, M C",Munger,M C,MC,,False,,1
4f70792d3468,"Burns, D",Burns,D,D,,False,,3
2a6af2cf805b,"Benowitz, N",Benowitz,N,N,,False,,1
4e81d9d11e24,"N'Connolly, G N",N'Connolly,G N,GN,,False,,1
aa2f298a6a3d,"Cummings, K M",Cummings,K M,KM,"Department of Psychiatry and Behavioural Sciences, Medical University of South Carolina, Charleston, SC, USA.",False,,7
156f2a4ac1f2,"Davis, R M",Davis,R M,RM,,False,,3
b63f1d51f28e,"Shopland, D R",Shopland,D R,DR,,False,,2
96934cfe3285,"Emmons, K M",Emmons,K M,KM,"Harvard School of Public Health, Boston, Massachusetts, USA.",False,,1
2057da5a5022,"Kawachi, I",Kawachi,I,I,,False,,1
7150ff4998f1,"Barclay, G",Barclay,G,G,,False,,1
a763b1f09923,"Kessler, D A",Kessler,D A,DA,"U.S. Food and Drug Administration, Office of the Commissioner, Rockville, MD 20857, USA.; US Food and Drug Administration, US Department of Health and Human Services, Rockville, Md. 20857, USA.",False,,2
d8818463ca04,"Natanblut, S L",Natanblut,S L,SL,,False,,1
dab04fa1fe8a,"Wilkenfeld, J P",Wilkenfeld,J P,JP,,False,,1
e979e9e3d897,"Lorraine, C C",Lorraine,C C,CC,,False,,1
dcac8a313deb,"Mayl, S L",Mayl,S L,SL,,False,,1
f80b24779d19,"Bernstein, I B",Bernstein,I B,IB,,False,,1
fcab827d0aee,"Thompson, L",Thompson,L,L,,False,,1
36209c2fad5c,"Gostin, L O",Gostin,L O,LO,"Georgetown/Johns Hopkins University Program on Law and Public Health, Washington, DC 20001, USA.",False,,1
32f5a6b18727,"Arno, P S",Arno,P S,PS,,False,,1
ca594016436b,"Brandt, A M",Brandt,A M,AM,,False,,1
6936a2583781,"Barnett, P S",Barnett,P S,PS,,False,,1
fb421278caf2,"Witt, A",Witt,A,A,,False,,1
83e82635a4cc,"Zeller, M R",Zeller,M R,MR,,False,,1
93338c8b96f1,"Mande, J R",Mande,J R,JR,,False,,1
c9fa3913701b,"Schultz, W B",Schultz,W B,WB,,False,,1
c8d84cd4bc04,"Sidorov, J",Sidorov,J,J,"Geisinger Health Plan, Danville, PA 17822, USA.",False,,1
3759b2a152e8,"Christianson, M",Christianson,M,M,,False,,1
1d6e270e5789,"Girolami, S",Girolami,S,S,,False,,1
6c669956cbc2,"Wydra, C",Wydra,C,C,,False,,1
b8f0a1ec04e5,"Peck, C C",Peck,C C,CC,,False,,1
b4d753ae0e31,"Woosley, R L",Woosley,R L,RL,,False,,1
1da9c4be4999,"Wigand, J S",Wigand,J S,JS,,False,,1
83163a0bcfbd,"Pauly, J L",Pauly,J L,JL,"Department of Molecular Immunology, Roswell Park Cancer Institute, New York State Department of Health, Buffalo 14263, USA. pauly@SC3102.med.buffalo.edu",False,,1
a65445141671,"Lee, H J",Lee,H J,HJ,,False,,1
3c2698662cb9,"Hurley, E L",Hurley,E L,EL,,False,,1
b057d3d56555,"Lesses, J D",Lesses,J D,JD,,False,,1
8854928d617a,"Streck, R J",Streck,R J,RJ,,False,,1
3aff56520a31,"Cannon, J",Cannon,J,J,jcannon@gate.net,False,,2
2faa7f5bd76c,"Houston, T P",Houston,T P,TP,,False,,1
54bf38b1f3bb,"Deitchman, S D",Deitchman,S D,SD,,False,,1
ae81ff77bb33,"Douglas, C E",Douglas,C E,CE,,False,,1
9d8d3a8cedc8,"Hurt, R D",Hurt,R D,RD,"Nicotine Dependence Center, Mayo Clinic and Mayo Foundation, Rochester, MN 55905, USA.",False,,1
94b00affeb1d,"Robertson, C R",Robertson,C R,CR,,False,,1
3c532a53874a,"Dubois, G",Dubois,G,G,"Service d'Evaluation Médicale--C.H.U Nord, Amiens.; Service d'Evaluation Médicale, University Hospital, Amiens, France. evaluationmedicale@chu-amiens.fr",False,,2
e0a36db8ced0,"Bodnar, J A",Bodnar,J A,JA,"R.J. Reynolds Tobacco Company, Bowman Gray Technical Center, P.O. Box 1487, Winston-Salem, NC 27102, USA. Bodnarj@rjrt.com",False,,4
4b7e26ee65db,"Chung, H L",Chung,H L,HL,,False,,2
2d53986414a2,"Mangan, P P",Mangan,P P,PP,,False,,2
3649ec1a7f79,"Morrison, C C",Morrison,C C,CC,,False,,2
637291c5dbda,"Risner, C H",Risner,C H,CH,,False,,2
75c6415a5671,"Rogers, J C",Rogers,J C,JC,,False,,2
3d846cf1dd4e,"Simmons, D F",Simmons,D F,DF,,False,,2
d4b7be8d0a68,"Uhrig, M S",Uhrig,M S,MS,,False,,2
d3233db41543,"Wendelboe, F N",Wendelboe,F N,FN,,False,,2
718599e3177c,"Wingate, D E",Wingate,D E,DE,,False,,2
d38534b34f92,"Winkler, L S",Winkler,L S,LS,,False,,2
d3999ccc25a1,"Bombick, D W",Bombick,D W,DW,"Environmental and Molecular Toxicology Division, R. J. Reynolds Tobacco Company, Winston-Salem, NC 27102, USA.",False,,1
315315ff23b3,"Putnam, K",Putnam,K,K,,False,,1
ef9cba42a1f4,"Seffrin, J R",Seffrin,J R,JR,"American Cancer Society, Atlanta, GA, USA.",False,,1
4c0733828a9d,"Griffiths, M",Griffiths,M,M,,False,,1
9513598bf5b3,"Bolliger, C T",Bolliger,C T,CT,"Abteilung für Pneumologie, Kantonsspital Basel.",False,,2
e5d4f45060d0,"Marshall, E",Marshall,E,E,,False,,1
2b8818b8d200,"Gurwitz, D",Gurwitz,D,D,"National Laboratory for the Genetics of Israeli Populations, Sackler Faculty of Medicine, Tel-Aviv University, Tel-Aviv 69978, Israel. gurwitz@post.tau.ac.il",False,,1
85d357d44772,"Gore, A",Gore,A,A,,False,,1
12ad6df5c622,"Patel, D R",Patel,D R,DR,"Department of Pediatrics, Michigan State University, Kalamazoo Center for Medical Studies 49008, USA. patel@KCMS.MSU.EDU",False,,1
8f7162ffa7b8,"Cutler, T J",Cutler,T J,TJ,"Middlesex University, Queensway, Enfield, UK. t.cutler@mdx.ac.uk",False,,1
f89d45b394fb,"Nye, D A",Nye,D A,DA,,False,,1
724bafdf0f8b,"Hanson, J D",Hanson,J D,JD,,False,,1
507cb48d67e7,"Kysar, D A",Kysar,D A,DA,,False,,1
5e8cfe476769,"Laugesen, M",Laugesen,M,M,"Health New Zealand, Auckland. laugesen@healthnz.co.nz",False,,2
e054ac608d58,"Scragg, R",Scragg,R,R,,False,,1
bf2837a9112b,"Bates, C",Bates,C,C,"Action on Smoking and Health, London, UK. clive.bates@dial.pipex.com; Action on Smoking and Health, London, UK.",False,,2
73232bc06cc1,"McNeill, A",McNeill,A,A,"National Addiction Centre, King's College London, London, UK; UK Centre for Tobacco and Alcohol Studies, UK.",False,,5
0f7304175ed4,"Jarvis, M",Jarvis,M,M,,False,,3
ec675a575573,"Sharfstein, J",Sharfstein,J,J,"Department of Pediatrics, Boston Medical Center, Boston, Massachusetts, USA. joshs@bu.edu",False,,1
32808aa39928,"Novotny, T E",Novotny,T E,TE,"Office of Global Health, Centers for Disease Control and Prevention, Atlanta, Georgia, USA. Tnovotny@bellatlantic.net",False,,1
d0e7335431eb,"Zhao, F",Zhao,F,F,,False,,1
bb81cac507e2,"Houlihan, M E",Houlihan,M E,ME,,False,,1
0b1619bf4285,"Ullmer, E",Ullmer,E,E,"Abteilung für Pneumologie, Kantonsspital Basel.",False,,1
1cb77733a878,"Zaridze, D",Zaridze,D,D,,False,,1
cd636c8f0aa2,"Robertson, C",Robertson,C,C,,False,,2
2027ae7f4c35,"Krivosheeva, L",Krivosheeva,L,L,,False,,1
4234c9dcdd1f,"Sigacheva, N",Sigacheva,N,N,,False,,1
0e0ed49f3941,"Boyle, P",Boyle,P,P,,False,,2
6207b4e44b26,"Tan, A S",Tan,A S,AS,"Health Education Services, National Health Education Department, Ministry of Health, Singapore.",False,,1
7ee4aa76d7ed,"Arulanandam, S",Arulanandam,S,S,,False,,1
cf38226eb2bd,"Chng, C Y",Chng,C Y,CY,,False,,1
7a9084c14338,"Vaithinathan, R",Vaithinathan,R,R,,False,,1
fe2facaad1b8,"Buchhalter, A R",Buchhalter,A R,AR,"Department of Psychology, Virginia Commonwealth University, Richmond 23298-0205, USA.; Department of Psychology and Institute for Drug and Alcohol Studies, Virginia Commonwealth University, Richmond, Virginia 23298-0205, USA.",False,,2
704591b08439,"Eissenberg, T",Eissenberg,T,T,"Center for the Study of Tobacco Products, Department of Psychology, Virginia Commonwealth University, Richmond, VA, USA.",False,,4
d51eafcafdd1,"Baker, F",Baker,F,F,"Behavioral Research Center, American Cancer Society, 1599 Clifton Rd NE, Atlanta, GA 30329-4251, USA. fbaker@cancer.org",False,,1
bf23ebd41cb8,"Ainsworth, S R",Ainsworth,S R,SR,,False,,1
8029a505c386,"Dye, J T",Dye,J T,JT,,False,,1
c215aada5cdb,"Crammer, C",Crammer,C,C,,False,,1
ff70679872c3,"Thun, M J",Thun,M J,MJ,,False,,1
06c93a9e15ed,"Repace, J L",Repace,J L,JL,,False,,1
66e9e93aa4f4,"Pinney, J",Pinney,J,J,,False,,2
0707c26f7c5e,"Shanks, T",Shanks,T,T,,False,,1
8089f9145b7b,"Burns, D M",Burns,D M,DM,"UCSD School of Medicine, San Diego, California, USA. dburns@ucsd.edu",False,,2
81457452b08a,"Rigotti, N A",Rigotti,N A,NA,"Division of General Medicine, Massachusetts General Hospital, 50 Staniford St, 9th Floor, Boston, MA 02114, USA. nrigotti@partners.org",False,,1
4b88381b53cf,"Lee, J E",Lee,J E,JE,,False,,1
0408b27c25e1,"Wechsler, H",Wechsler,H,H,,False,,1
bf4ce555ad82,"Kozlowski, L T",Kozlowski,L T,LT,"Department of Biobehavioral Health, The Pennsylvania State University, University Park, PA 16802, USA. ltk1@psu.edu; Department of Biobehavioral Health, The Pennsylvania State University, University Park, Pennsylvania 16802-6509, USA. ltk1@psu.edu; Department of Biobehavioral Health, The Pennsylvania State University, Pennsylvania 16802, USA. ltk1@psu.edu; Department of Biobehavioral Health, Pennsylvania State University, University Park, Pennsylvania 16802, USA. ltk1@psu.edu; Department of Health Behavior, School of Public Health and Health University at Buffalo, 623 Kimball Tower, Buffalo, NY 14214-3079, USA. lk22@buffalo.edu",False,,8
f76b1fae89d2,"O'Connor, R J",O'Connor,R J,RJ,"Department of Health Behavior, Roswell Park Cancer Institute, Buffalo, NY 14203, USA. richard.oconnor@roswellpark.org; Department of Health Behavior, Roswell Park Cancer Institute, Elm and Carlton Streets, Buffalo, New York 14263, USA. Richard.Oconnor@roswellpark.org; Department of Health Behavior, Division of Cancer Prevention and Population Sciences, Roswell Park Cancer Institute, Elm and Carlton Streets, Buffalo, NY 14263, USA. Richard.Oconnor@roswellpark.org",False,,7
03fe02f4b647,"Durak, I",Durak,I,I,"Department of Biochemistry, Ankara University Medical Faculty, Turkey. durak@dialup.ankara.edu.tr.",False,,1
81154f883606,"Bingöl, N K",Bingöl,N K,NK,,False,,1
b67ebb246c22,"Avci, A",Avci,A,A,,False,,1
7bf6dde3d2ce,"Cimen, M Y",Cimen,M Y,MY,,False,,1
919eef17b37d,"Kaçmaz, M",Kaçmaz,M,M,,False,,1
c7f4ea9b8a9f,"Karaca, L",Karaca,L,L,,False,,1
e6412c3bda45,"Oztürk, H S",Oztürk,H S,HS,,False,,1
e84ae83b3647,"Scollo, M",Scollo,M,M,"VicHealth Tobacco Control Centre, Carlton, Vic, Australia. mscollo@bigpond.net.au",False,,1
4583a6e00e4a,"Sweanor, D",Sweanor,D,D,"Smoking and Health Action Foundation, Ottawa, Ontario, Canada.",False,,1
d61aa4816acd,"Sato, H",Sato,H,H,"Department of Public Health and Occupational Medicine, Graduate School of Medicine, University of Tokyo, Japan.",False,,1
def7d81433eb,"Araki, S",Araki,S,S,,False,,1
b4ca4ca4a985,"Swinker, M",Swinker,M,M,"Department of Emergency Medicine, East Carolina University School of Medicine, Greenville, NC 27858, USA.",False,,1
9095c7ea680d,"Meredith, J T",Meredith,J T,JT,,False,,1
545c60928f0b,"Wilkenfeld, J",Wilkenfeld,J,J,,False,,1
b31fb519631f,"Henningfield, J",Henningfield,J,J,,False,,2
fb74aa0fde1c,"SoRelle, R",SoRelle,R,R,,False,,1
