author_id,paper_id,is_industry_author
6bf1a5a09a0d,2188242,False
c9845774f952,1765327,False
45a76e2d41a6,1765327,False
e376208078bc,1765327,False
f0a3007a04ff,1765327,False
bea7b4c46449,1793797,False
4579581fd168,1793797,False
6a54776b2a27,1793797,False
e376208078bc,1793797,False
d4366ab3e1fc,2055775,False
2baae71adeef,2050132,False
12719bf66aa8,2050132,False
fd29d4b7953c,2050132,False
f0e030c4da20,2050132,False
49990d34af61,1536348,False
77ca8d558e16,1536348,False
4f5f2dd35d68,1536348,False
76baa2428830,1352209,False
57c898831ea3,1352209,False
4579581fd168,1352209,False
e376208078bc,1352209,False
82e51cb0d153,1616810,False
0dc8c3d1e7a7,1410161,False
9cff469b5982,1410161,False
c9845774f952,1410161,False
0dc8c3d1e7a7,1410152,False
9cff469b5982,1410152,False
bea7b4c46449,8512249,False
4579581fd168,8512249,False
62dff87252b4,8512249,False
e376208078bc,8512249,False
82a94abf61f8,8378153,False
4ba0126df4e1,8378153,False
9cff469b5982,7862835,False
95f24432c397,7862835,False
0ff3f7ffa6c4,7862835,False
50351a794d0a,7712512,False
2a7c2df8deab,7953899,False
cba519b2056f,7953899,False
f8f926e31736,7953899,False
0db15f2aa670,8032982,False
e11cbde9f487,8032982,False
c689e5d8b055,8032982,False
0e890c9715e8,7701846,False
ed73cc3f13ec,9415179,False
76baa2428830,8848540,False
0dc8c3d1e7a7,8848540,False
bea7b4c46449,8848540,False
e376208078bc,8848540,False
095a2a700ae7,7562868,False
fd3390ffccb4,7562868,False
e1c2c7f3a72e,7609234,False
68ca651d68a6,7609234,False
8487a1b78932,7609234,False
329f00d73c85,7609234,False
2ff092daba30,7609234,False
08f6718eb3b3,7609233,False
e1c2c7f3a72e,7609233,False
68ca651d68a6,7609233,False
8487a1b78932,7609233,False
2ff092daba30,7609233,False
68ca651d68a6,7609232,False
8487a1b78932,7609232,False
e1c2c7f3a72e,7609232,False
08f6718eb3b3,7609232,False
2ff092daba30,7609232,False
8487a1b78932,7609231,False
329f00d73c85,7609231,False
68ca651d68a6,7609231,False
e1c2c7f3a72e,7609231,False
2ff092daba30,7609231,False
2ff092daba30,7609230,False
e1c2c7f3a72e,7609230,False
08f6718eb3b3,7609230,False
68ca651d68a6,7609230,False
8487a1b78932,7609230,False
9cff469b5982,7675972,False
d5b4712a58e8,7675972,False
0ff3f7ffa6c4,7675972,False
b59d15279c28,8526298,False
9ab612a1d73a,7749956,False
9cff469b5982,7878164,False
0dc8c3d1e7a7,7878164,False
e376208078bc,7878164,False
c9845774f952,7878164,False
45a76e2d41a6,7878164,False
48faafa497ff,7873017,False
f69708863984,8956690,False
d026560b7493,8816936,False
28b5a6912d91,8816936,False
c9845774f952,8816936,False
5dc49c9fca21,8816936,False
5f42df41edc8,8816936,False
eff63bf51e6f,8816936,False
0a55320a177b,8816936,False
f0e030c4da20,8816936,False
9cff469b5982,8880944,False
0dc8c3d1e7a7,8880944,False
fa19336709cf,8880944,False
c9845774f952,8880944,False
45a76e2d41a6,8880944,False
ab35a35cf793,8867418,False
9cff469b5982,9121623,False
0dc8c3d1e7a7,9121623,False
fa19336709cf,9121623,False
c9845774f952,9121623,False
45a76e2d41a6,9121623,False
f2c0706463cd,8788361,False
4466e81a050f,8746306,False
82e51cb0d153,8746306,False
3bffb22b8269,9524434,False
82998286c241,9524433,False
6523204ee6d9,9524433,False
4be9f41cb5a1,9524433,False
98ed7f8232d2,9524431,False
c0b0b8bf0283,9519485,False
da9ca8ace879,9519485,False
4be9f41cb5a1,9396107,False
82998286c241,9396107,False
c2838e212c38,9327493,False
316697d876f6,9315768,False
8487a1b78932,9315768,False
fb82ff43964e,9315768,False
b2aa3f7d1adf,9376778,False
5a548526e02a,9271136,False
2d9c1265018f,9269256,False
c38c0d556c68,9245662,False
ae977d1d925d,9245662,False
bb0f26054398,9245662,False
ae977d1d925d,9245661,False
c38c0d556c68,9245661,False
bb0f26054398,9245661,False
c7206ee44ae6,9240112,False
e38eeac0b860,9240112,False
ebece6de5af4,9240112,False
edb1ace51b14,9240112,False
d8f85e135945,9240112,False
59770ed6aef5,9240112,False
2d7b311184bf,9240112,False
7697f3793bfb,9240112,False
4f70792d3468,9176975,False
2a6af2cf805b,9176975,False
4e81d9d11e24,9176975,False
aa2f298a6a3d,9176975,False
156f2a4ac1f2,9176975,False
82998286c241,9176975,False
b63f1d51f28e,9176975,False
316697d876f6,9176975,False
96934cfe3285,9137965,False
2057da5a5022,9137965,False
7150ff4998f1,9137965,False
a763b1f09923,9108846,False
d8818463ca04,9108846,False
dab04fa1fe8a,9108846,False
e979e9e3d897,9108846,False
dcac8a313deb,9108846,False
f80b24779d19,9108846,False
fcab827d0aee,9108846,False
36209c2fad5c,9010174,False
32f5a6b18727,9010174,False
ca594016436b,9010174,False
a763b1f09923,9010173,False
6936a2583781,9010173,False
fb421278caf2,9010173,False
83e82635a4cc,9010173,False
93338c8b96f1,9010173,False
c9fa3913701b,9010173,False
c8d84cd4bc04,10169255,False
3759b2a152e8,10169255,False
1d6e270e5789,10169255,False
6c669956cbc2,10169255,False
8487a1b78932,10342980,False
82998286c241,10342980,False
316697d876f6,10342978,False
b8f0a1ec04e5,10342978,False
b4d753ae0e31,10342978,False
82998286c241,10342978,False
8487a1b78932,10342978,False
1da9c4be4999,10093160,False
83163a0bcfbd,9829704,False
a65445141671,9829704,False
3c2698662cb9,9829704,False
aa2f298a6a3d,9829704,False
b057d3d56555,9829704,False
8854928d617a,9829704,False
3aff56520a31,9825427,False
82998286c241,9825424,False
3bffb22b8269,9825424,False
8487a1b78932,9825424,False
2faa7f5bd76c,9825424,False
156f2a4ac1f2,9825424,False
54bf38b1f3bb,9825424,False
ae81ff77bb33,9825406,False
76baa2428830,9809850,False
c9845774f952,9809850,False
bea7b4c46449,9809850,False
0dc8c3d1e7a7,9809850,False
e376208078bc,9809850,False
3aff56520a31,9789939,False
9d8d3a8cedc8,9777818,False
94b00affeb1d,9777818,False
3c532a53874a,9735500,False
33d53de5d125,9687969,False
e0a36db8ced0,9687969,False
4b7e26ee65db,9687969,False
2d53986414a2,9687969,False
3649ec1a7f79,9687969,False
637291c5dbda,9687969,False
75c6415a5671,9687969,False
3d846cf1dd4e,9687969,False
d4b7be8d0a68,9687969,False
d3233db41543,9687969,False
718599e3177c,9687969,False
d38534b34f92,9687969,False
33d53de5d125,9609390,False
e0a36db8ced0,9609390,False
4b7e26ee65db,9609390,False
2d53986414a2,9609390,False
3649ec1a7f79,9609390,False
637291c5dbda,9609390,False
75c6415a5671,9609390,False
3d846cf1dd4e,9609390,False
d4b7be8d0a68,9609390,False
d3233db41543,9609390,False
718599e3177c,9609390,False
d38534b34f92,9609390,False
d3999ccc25a1,20654406,False
315315ff23b3,20654406,False
f0e030c4da20,20654406,False
ef9cba42a1f4,9522823,False
4c0733828a9d,9515952,False
9513598bf5b3,9492589,False
e5d4f45060d0,9454323,False
2b8818b8d200,15992128,False
82998286c241,11768184,False
6523204ee6d9,11768184,False
8487a1b78932,11768183,False
85d357d44772,11768170,False
12ad6df5c622,10798145,False
82998286c241,10780498,False
77ca8d558e16,10724726,False
aa2f298a6a3d,10724726,False
8f7162ffa7b8,10724557,False
f89d45b394fb,10724557,False
724bafdf0f8b,10558427,False
507cb48d67e7,10558427,False
fb82ff43964e,10507577,False
5e8cfe476769,10493439,False
e054ac608d58,10493439,False
bf2837a9112b,10478414,False
73232bc06cc1,10478414,False
0f7304175ed4,10478414,False
f69708863984,10478414,False
ec675a575573,10478407,False
5e8cfe476769,10465829,False
32808aa39928,10465821,False
d0e7335431eb,10465821,False
9cff469b5982,10353430,False
bb81cac507e2,10353430,False
fa19336709cf,10353430,False
0dc8c3d1e7a7,10353430,False
48faafa497ff,10205089,False
0b1619bf4285,10087587,False
9513598bf5b3,10087587,False
f69708863984,11203247,False
1cb77733a878,11203247,False
cd636c8f0aa2,11203247,False
2027ae7f4c35,11203247,False
4234c9dcdd1f,11203247,False
0e0ed49f3941,11203247,False
6207b4e44b26,11092711,False
7ee4aa76d7ed,11092711,False
cf38226eb2bd,11092711,False
7a9084c14338,11092711,False
9cff469b5982,11082821,False
0dc8c3d1e7a7,11082821,False
fe2facaad1b8,11072439,False
704591b08439,11072439,False
f69708863984,11038023,False
0e0ed49f3941,11038023,False
d51eafcafdd1,10927783,False
bf23ebd41cb8,10927783,False
8029a505c386,10927783,False
c215aada5cdb,10927783,False
ff70679872c3,10927783,False
ae977d1d925d,10927783,False
06c93a9e15ed,10927783,False
82998286c241,10927783,False
8487a1b78932,10927783,False
66e9e93aa4f4,10927783,False
0707c26f7c5e,10927783,False
8089f9145b7b,10927783,False
49990d34af61,10927783,False
b63f1d51f28e,10927783,False
81457452b08a,10927777,False
4b88381b53cf,10927777,False
0408b27c25e1,10927777,False
bf4ce555ad82,10902645,False
f76b1fae89d2,10902645,False
03fe02f4b647,10880149,False
81154f883606,10880149,False
b67ebb246c22,10880149,False
7bf6dde3d2ce,10880149,False
919eef17b37d,10880149,False
c7f4ea9b8a9f,10880149,False
e6412c3bda45,10880149,False
2ff092daba30,10841865,False
e84ae83b3647,10841864,False
4583a6e00e4a,10723819,False
d61aa4816acd,10695255,False
def7d81433eb,10695255,False
b4ca4ca4a985,10647256,False
9095c7ea680d,10647256,False
545c60928f0b,10639500,False
b31fb519631f,10639500,False
8487a1b78932,10639500,False
4f70792d3468,10639500,False
66e9e93aa4f4,10639500,False
fb74aa0fde1c,10637214,False
a6a7101d92d6,12415145,False
2cc8a8f10ee8,12206073,False
0f0c52a55ae0,12206073,False
114c1195c4c2,12037262,False
24b0f13edf15,11980287,False
9d7890b7fcad,11980287,False
f422d23b41d8,11980287,False
4584afa6f92d,11766494,False
26316a8ebcf9,11740045,False
bf4ce555ad82,11740039,False
f389c62f98b9,11740039,False
a5966a8a657f,11712903,False
83f74f2f4d40,11680556,False
c5617d7f00b7,11680556,False
f8e3d01ce931,11680556,False
abb37fdefa9f,11680556,False
4e39147d4433,11680556,False
1568955ea218,11586512,False
d026560b7493,11583703,False
41804b8ad69e,11583703,False
82998286c241,11544390,False
311dd30407b6,11544390,False
2c382ef5bd54,11544377,False
3073e1fabfc1,11523591,False
45e8304402b2,11523591,False
a43dd2160b84,11522157,False
2be5e68186ca,11522157,False
6b96999f347e,11522157,False
b9c987df340f,11522157,False
fd9fe00ca2db,11473911,False
7655a5189515,11473911,False
db6b866a013f,11473911,False
171d6f35b9b4,11473911,False
4e38584389f1,11465867,False
f7ef54f2a2b3,11451101,False
bcf5ab0fa8d3,11423342,False
1eb0cb392afc,11423342,False
b92e839db0c2,11423342,False
99b4fac7916f,11423342,False
7327dd7e3266,11407216,False
fe2facaad1b8,11403724,False
d24498747d1e,11403724,False
704591b08439,11403724,False
85ce0919bf41,11387540,False
1b99b4df0fdd,11387540,False
a24f71ab517a,11387540,False
a35fc0deedc7,11387540,False
5cd0800e0091,11387540,False
86d73a202d39,11387540,False
5de67762d80e,11387528,False
dd23003ed68f,11387528,False
6320f5b5386f,11337423,False
73232bc06cc1,11337423,False
3c532a53874a,11334247,False
1f57a2d29249,11334247,False
bfc31a5f06ff,11334246,False
67dad6a9f848,11326709,False
5318e17947db,11326709,False
1bb53df13d2c,11326709,False
31e69f229346,11313117,False
aa422cd34760,11313117,False
1e5d9cac106d,11313117,False
5f42df41edc8,11313117,False
eff63bf51e6f,11313117,False
98df4d107aa7,11313117,False
d026560b7493,11313117,False
f0e030c4da20,11313117,False
4cf8ee13a5f7,11242004,False
d9558230fb9a,11223347,False
98ebc589204d,12825431,False
f9e2ccf15765,12825431,False
65964bd2a78f,12580158,False
6a108252c26a,12573176,False
09a6914752ca,12573176,False
51411286b666,12573176,False
c1843307078b,12573176,False
b4e1b0869ced,12438011,False
cf5a845dd785,12438011,False
c52395b0c573,12438011,False
43e37aeee7ac,12438011,False
08159edf9702,12438011,False
137ec35d239b,12438011,False
da23a73bca1e,12438011,False
5230963c3e90,12359039,False
369a8d6be8b1,12359039,False
0b0401b3d699,12359039,False
c93c92a29b21,12359039,False
ca6f19c75702,12359039,False
6a8f5c938cc0,12359039,False
756f6cb6a1ac,12358157,False
26a6cf50ee5b,12358157,False
5323a101588d,12358157,False
5bc7a54d311c,12215245,False
c1843307078b,12215133,False
6a108252c26a,12215133,False
d6fd2d978147,12188987,False
2f94be3389bd,12188987,False
99f6d42d0ae1,12171802,False
f779d241d92d,12169078,False
a6a7101d92d6,12169078,False
2e83b9637101,12147434,False
e37d76d33204,12147434,False
0e6b8d8fd75e,12147434,False
9fc478337ddc,12064708,False
6ba02efb075d,12064708,False
962fa72cbadd,12055731,False
8d81b40060f3,12055731,False
5e90d249e85f,12055731,False
d856520ae906,12055731,False
2c49838db892,12055731,False
92f304354b48,11945215,False
62370f378b69,11945215,False
050acd7963c3,11945215,False
68a4819b294a,11945215,False
47effcff370e,11945215,False
f466b8a1b46f,11945215,False
99a2daf4ea51,11895259,False
c814be79d6cb,11895259,False
f4c159f1399a,11895259,False
66c63fc16442,11895259,False
192d312417a4,11894603,False
f29795789169,11894603,False
bf4ce555ad82,11893814,False
f76b1fae89d2,11893814,False
c3d126a3070d,11893812,False
49990d34af61,11893812,False
8abae7dd8de3,11893811,False
77c355fe16eb,11893811,False
44cda174917b,14702860,False
e11ab434b862,14702860,False
f49a3e03ee41,14668072,False
db726b47438a,14668072,False
bf2837a9112b,14660767,False
7181f8b56a59,14660767,False
3e2aab73ae65,14660767,False
ca939e6144ce,14660767,False
73232bc06cc1,14660767,False
0f8a03cff4f9,14660767,False
095a2a700ae7,14660766,False
ec642281bcf2,14660766,False
59bfbf702978,14660766,False
7181f8b56a59,14660766,False
de77320065b5,14643135,False
87316f5192f5,14645950,False
76e10c6bb291,14645950,False
d0fce2d3eaa5,14645950,False
48faafa497ff,14645950,False
f69708863984,14645950,False
48faafa497ff,14645947,False
76e10c6bb291,14645947,False
79b033d5d614,14645947,False
1edd36720517,14599422,False
cd371846a71d,14599422,False
ce32a1588106,14561353,False
cacc3f874f0c,14561353,False
e2a77f289cc2,13678968,False
66073cd65166,13678968,False
5d9ff04d711b,12924929,False
d9ba2177e80b,12924929,False
30d45512ebe4,12924929,False
0dae60ef8606,12924929,False
5b3c433f57cc,12791522,False
4391d7d4cde6,12791522,False
feeea9eda409,12791522,False
66de734a3487,12791522,False
c2a04c1a4592,12791522,False
e62d8ee51adc,12691267,False
44cda174917b,12691267,False
9c7cc83cd020,19330121,False
0bde33e60db3,19330121,False
da23a73bca1e,19330121,False
4c6d8a3c3593,12635005,False
2c39734e71ed,12635005,False
46c774875aa9,12635005,False
f69708863984,12598337,False
bf4ce555ad82,12598337,False
a57e3e46846b,12583666,False
e2a77f289cc2,12581561,False
4542f9629306,12531820,False
3e9ead0512a2,15852558,False
35d2e89f4527,15801568,False
0bf324c01eb6,15801568,False
98ebc589204d,15801568,False
60ee49f0a7fc,15799598,False
db2a72021cf8,15799598,False
7d7cd4bdb297,15799598,False
9f6247ff3bec,15799598,False
bf750cf896ad,15799598,False
0bf324c01eb6,15799598,False
fea1c538687d,15799596,False
e263419c91b2,15799596,False
a7a9137251f9,15799596,False
5e49c9e843f7,15799596,False
68b7dea3e6b3,15799596,False
efd5076093e9,15799596,False
e0c66929bf8d,15765019,False
1b5f8fc73a71,15765019,False
8340223921f9,15765019,False
6743a2044181,15569971,False
4be601ae2268,15569971,False
7074e01142f5,15569971,False
a9f95c71095b,15569971,False
1208b6ea5e9e,15569971,False
6d066ebc535f,15569971,False
6248cb48fd76,15569971,False
00e96690e41e,15564633,False
0e1dc4ebc2b2,15564619,False
08f6718eb3b3,15564619,False
35488d6b2053,15564224,False
48faafa497ff,15564224,False
3c656f0b4c7e,15564222,False
48faafa497ff,15564222,False
1db4aa9964e3,15559736,False
de65d1d6840b,15559736,False
80dc3c9f9ab1,15559736,False
6ac944a52ccc,15559736,False
2f74feb54f71,15559736,False
8dd495e72456,15559736,False
740044d8fd17,15559736,False
750afb4630c9,15559736,False
9f9c09c81cf0,15559736,False
7717775a79ce,15559736,False
4f06d00660b3,15559736,False
bfc31a5f06ff,15527147,False
5d1eaa16d1b5,15513814,False
2574a7ea5e7b,15513814,False
af4bc5bc0756,15466070,False
1718fba21dd2,15466070,False
95f9b6447f21,15220753,False
493bcd037fdc,15220753,False
920e02c1e596,15203793,False
5d8458d2ff07,15203793,False
3803bf7f1b1e,15203793,False
43b2daa9daac,15193900,False
c2976fcac74d,15193900,False
82998286c241,15175528,False
3bffb22b8269,15175528,False
49990d34af61,15175528,False
156f2a4ac1f2,15175528,False
f69708863984,15175528,False
4d2be46c6146,15175528,False
130c5e2bbfab,15175528,False
9a07b2e6721c,15175526,False
316697d876f6,15175526,False
243d578f89a2,15175526,False
66de734a3487,15175521,False
80f9aca25daf,15175521,False
a7a8b01e0385,15175521,False
822e46b6a1b5,15175521,False
1e4abfe8c308,15175521,False
9085a80fafc6,15172783,False
1d3881b2615b,15172783,False
1a9fa1e8b8a1,15107904,False
7dde9b90ebb8,15107904,False
165ccd78a8a4,15107904,False
fad1cd2ab5d3,15072836,True
fb92592171fa,15072836,False
000431380781,15072836,False
5a2fbd4c7eb6,15061445,False
a765e6d6111b,15061445,False
18461ca06bd5,15061445,False
27bcf1961124,14985615,False
3b0e36cbb640,14985615,False
ad683adc4050,14985613,False
2ff092daba30,14985613,False
3c367f7e93af,14985612,False
34b106a1734d,14982708,False
0bf324c01eb6,14982708,False
cffb6871b1ef,14982706,False
72ef4bb2e21b,14982706,False
21fa9250115f,14982704,False
e48ed95723a9,14982704,False
4e02030ca5c8,14982704,False
42abe9032358,14982704,False
5f3404fc33bb,14982704,False
114f6c5a7ab4,14982692,False
a264debeffc0,14982692,False
2bb8b3246ceb,14766113,False
7e873431c028,14766113,False
d27e9493884c,14766113,False
b25f7cd937b2,14759927,False
693fdad3b2b5,14759927,False
e0d784cf6f27,14678054,False
4fa91513e042,16367989,False
749122230dc7,16367989,False
94a58c377646,16367989,False
09a6914752ca,16367989,False
2473796c583d,16367989,False
697d838dea0f,16367989,False
fe6ded4fee66,16367989,False
3bcc52e488c3,16366816,False
b577f61772e7,16366816,False
097338d307a0,16366816,False
3e9ead0512a2,16298716,False
58943e88e5f1,16288944,False
486caa063ea1,16288944,False
7c89759e0f25,16288944,False
782e9f827cfb,16288944,False
838a9ff29160,16288944,False
ad603b69e542,16258588,False
b38352b7addf,16258588,False
16a903be8638,16258588,False
d9dafd369f5a,16212728,False
bf33f59df250,16205372,False
ed1e64b39aa9,16205372,False
02b0e630d5c1,16205372,False
bdec7dcb5912,16205372,False
81de8ac841c7,16205372,False
1df89e7eb295,16205372,False
850885ae8745,16205372,False
00c1a6f7c0a1,16205372,False
c03402e5bd2d,16205372,False
8f62154e72c0,16205372,False
7d2c704e7c53,16191749,False
d0a23b11235d,16191747,False
34b106a1734d,16191747,False
58fd386d52d0,16191747,False
0bf324c01eb6,16191747,False
dc97725ee940,16190271,False
92f63eac3639,16190263,False
49990d34af61,16183983,False
b5a5246a53ab,16183983,False
38359712d19b,16183983,False
fa08cd7eedb4,16183983,False
ee8e02c79afa,16183983,False
c6b2120720cd,16183983,False
7c362f064363,16183983,False
e2a77f289cc2,16168760,False
8ea1505d75bb,16085530,False
d1c22c4ccc0b,16085530,False
716de1b93274,16054976,False
7d975ad814e6,16054976,False
b84c3ded5a64,16054976,False
620e76ce8a0e,16046682,False
710280061ca3,16001120,False
0433e01d2a08,15948643,False
df7e484c6493,15948643,False
52316a8de332,15914832,False
d51ced7ebf13,15914832,False
042ec4df0656,15914832,False
2dc9cf14aaa1,15914827,False
d51ced7ebf13,15914827,False
042ec4df0656,15914827,False
48a16cd55855,15914827,False
e8fccf29b90b,15914827,False
d961fbfdf288,15914827,False
3ac382fc71af,15913077,False
56b46893e0a8,15913077,False
bb42dbac0b66,15913076,False
da982f2e7172,15847628,False
39716675bd3d,15847628,False
eb70c791e465,15843834,False
156dc9af34f9,15843834,False
1a9fa1e8b8a1,15843834,False
af69fba078df,15843831,False
e6355ecde69b,15843831,False
76baa2428830,15842752,False
c9845774f952,15842752,False
ec711f5f5601,15842752,False
440db9abaaf3,15829474,False
536b547509a9,15742577,False
d51ced7ebf13,15738335,False
042ec4df0656,15738335,False
e8fccf29b90b,15738335,False
48a16cd55855,15738335,False
2dc9cf14aaa1,15738335,False
de77320065b5,15730554,False
da6e7cf2db31,15651085,False
2441ba0216cc,15651085,False
137ec35d239b,15651085,False
89ad5419821a,15651085,False
5f64b69b249a,15647405,True
3cb766159b81,15647405,False
f23236b1dea0,15647405,False
0f9ef9d441e3,15647405,False
f78d1c8a2456,15647405,False
d9dd1db0c786,17679792,False
3e9ead0512a2,17491164,False
28bd01f7f6d3,17444052,False
1b7cae5d6e32,17444052,False
4373523d8291,17444052,False
aca92638d39c,17444052,False
f3ba5b8cf3ef,17302017,False
9e164c965766,17302017,False
b1aa4b988a50,17302017,False
e69aa841da6e,17175844,False
b60f8f64d218,17175844,False
ad2a641f9f66,17132525,False
f7e05774bbd6,17132525,False
5226c5eac321,17132525,False
fe2cf4d588e3,17132525,False
57752816cd58,17132525,False
627c156906fc,17132525,False
5ae78af211e5,17132525,False
cf5a845dd785,17132525,False
a353b68d41f4,17132525,False
d5e75f1a582b,17132525,False
970ca635e56f,17132525,False
9b214e03d18b,17132523,False
370c4bd67537,17132523,False
3318522e3add,17132523,False
ba3cc0311305,17132523,False
fea1c538687d,17130628,False
7d6126848638,17130628,False
a0523bc85c9d,17130628,False
98ebc589204d,17130621,False
e30bb6b0444d,17130621,False
f9e2ccf15765,17130621,False
4f44d896d8f0,17130373,False
2f94be3389bd,17130373,False
af69fba078df,17130370,False
e6355ecde69b,17130370,False
0529dd788e51,17057636,False
23af89dee785,17057636,False
2ad798211228,17057636,False
9139c1087774,17057636,False
66e3bd4f985e,17057636,False
53622db9431d,17030447,False
3ccca685a195,17030447,False
fea1c538687d,17030447,False
392844ad9d1b,17030447,False
60f6b8e9cbd9,17030447,False
2ecc890030db,17030447,False
e2a77f289cc2,16998176,False
c5424bb10af3,16998174,False
816c3540746e,16998174,False
571d8f0603ba,16998174,False
f76b1fae89d2,16973837,False
bf4ce555ad82,16973837,False
d0fce2d3eaa5,16973837,False
21183023ef35,16973837,False
73232bc06cc1,16973837,False
52b5918dd0af,16950972,False
a908030e1dd6,16950972,False
870ba1ff8bcc,16950972,False
99a69cd1c254,16950972,False
44c522ada9c5,16950972,False
9b214e03d18b,16950972,False
8384e406161e,16950972,False
904587a44d80,16950972,False
e8ccc1efd99c,16950972,False
85e84359a300,16950972,False
9eefb6ee14b0,16950972,False
a0903a66f698,16920646,False
399deb0e78c1,16920646,False
19f305a48085,16904804,False
98463e87cfea,16904804,False
f6e7d97d8f13,16904804,False
9c034b747067,16878339,False
2f2f95716452,16878339,False
636fa0eb047b,16878339,False
e6c983df2cf2,16878339,False
9bec23d2a813,16878339,False
9849babd5a11,16878339,False
ad9243e77d7b,16875767,True
a34ea15dcc61,16875767,False
a7901baa1006,16875767,False
3cb766159b81,16875767,False
2c39734e71ed,16875767,False
5d1eaa16d1b5,16875767,False
9653040c872c,16875767,False
56dbe779485b,16875767,False
4c6d8a3c3593,16875767,False
a261b7706565,16869850,False
b60f8f64d218,16869850,False
da4c09b73a22,16809583,False
53b0b1a291d6,16809583,False
14ad3df03503,16809583,False
27c6dcf9ae49,16809583,False
4542f9629306,16809583,False
1fdf77cabb17,16809583,False
6446e6ce8733,16801298,False
f18c972fb60f,16801298,False
07e9bb42a060,16801298,False
097926b25419,16801298,False
6ef7852cf213,16801298,False
670ea6623862,16801298,False
cded827d9139,16801298,False
5203a8364f81,16801298,False
98b4101be4bc,16766423,False
523ca3c8c22d,16766423,False
11b9d409e7c8,16766423,False
aef401a5dcf5,16766423,False
bf4ce555ad82,16728759,False
f76b1fae89d2,16728759,False
9ded7981a689,16728759,False
181790d674f7,16728759,False
efd37f43037c,16728759,False
aa2f298a6a3d,16728759,False
9a8c0caedc11,16728752,False
095a2a700ae7,16728752,False
b374ad27c588,16728749,False
49990d34af61,16728749,False
82998286c241,16728749,False
fcdfa96344e4,16565455,False
4e7aac1bdb38,16565455,False
64f4539531b3,16565455,False
3a0fe681030a,16565455,False
138c797e528c,16565455,False
d22b8b05e87c,16517278,False
cc12f157605d,16517278,False
bb417d5fcee4,16517278,False
3e9ead0512a2,16497594,False
98ebc589204d,16463054,False
f9e2ccf15765,16463054,False
92f63eac3639,16446257,False
891c91e109e5,16446257,False
3e9ead0512a2,18058342,False
6be7e825fe87,18021913,False
2bb8b3246ceb,18021912,False
e35f7a3d65a1,18021912,False
e6a293d9c521,18021912,False
98b4101be4bc,18021912,False
aef401a5dcf5,18021912,False
1db88a7df29b,18037601,False
87f6f6921e39,18037601,False
a3d0d934ce1e,18032804,False
6b6c03a28d79,18032804,False
513afccb7b90,17988383,False
0c729cc6babf,17988383,False
891c91e109e5,17988383,False
f68c7491a22f,17984298,False
4abdfe863860,17984298,False
b60f8f64d218,17984298,False
d7617593eebc,17978985,False
94e87fb7e311,17978985,False
35d2e89f4527,17978985,False
0bf324c01eb6,17978985,False
3e9ead0512a2,17978980,False
5507fc824d48,17973570,False
06656d58fba6,17973570,False
3e9ead0512a2,17943616,False
acd5747d64c0,17920911,False
2aa9b827e9be,17920116,False
71f258888488,17920116,False
f7471451d1b9,17911663,False
a1a186f083f2,17911663,False
0bf324c01eb6,17897974,False
2b56fa7c1054,17897974,False
