author_id,name,is_industry,paper_count,pct_positive,degree,weighted_degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality
870ba1ff8bcc,"Ahluwalia, Jasjit S",False,20,55.0,50,110,0.030303,0.013711,0.284998,0.001623
891c91e109e5,"Fagerström, Karl",False,5,40.0,15,15,0.009091,0.013006,0.217505,2.4e-05
ab04d597a294,"Freeman, Becky",False,11,18.2,16,24,0.009697,0.012878,0.217143,0.000209
0246d15c5329,"Watson, Clifford H",False,8,0.0,23,30,0.013939,0.012832,0.244185,7.3e-05
6fa0f8fabc50,"Gaca, Marianna",True,3,33.3,24,25,0.014545,0.012657,0.216496,7e-06
e8f02fc95b9d,"Brown, Jamie",False,45,24.4,47,164,0.028485,0.012558,0.274356,0.005953
37d5c3009dba,"Sussman, Steve",False,7,14.3,24,30,0.014545,0.012346,0.279755,0.000329
c1843307078b,"Pierce, John P",False,8,37.5,45,66,0.027273,0.012135,0.29556,0.031891
aef401a5dcf5,"Hecht, Stephen S",False,11,36.4,41,74,0.024848,0.011796,0.292128,0.005053
6f80f2d9561f,"Delnevo, Cristine D",False,21,4.8,65,108,0.039394,0.011688,0.302744,0.038468
b9c402dbf80a,"Noar, Seth M",False,10,10.0,30,53,0.018182,0.011605,0.273096,0.003861
9769602696ee,"Jones, Bobbette A",False,6,16.7,13,24,0.007879,0.011549,0.217071,1.6e-05
c3096cf5ee5d,"Rojewski, Alana M",False,15,40.0,36,89,0.021818,0.01149,0.28562,0.007948
d850a65c8256,"Gravely, Shannon",False,33,36.4,114,354,0.069091,0.011319,0.306864,0.284954
8a30e1659a92,"Lüdicke, Frank",True,4,25.0,11,15,0.006667,0.011317,0.176666,0.0
719e838836fb,"Fong, Kwun M",False,2,0.0,12,12,0.007273,0.011277,0.213458,0.0002
2281086e6a6f,"Shahab, Lion",False,41,24.4,55,172,0.033333,0.010983,0.275919,0.00609
8a9419dd3537,"Leas, Eric C",False,4,0.0,22,23,0.013333,0.010933,0.280235,0.009855
3bcc52e488c3,"Hughes, John R",False,4,50.0,14,17,0.008485,0.010921,0.270162,0.001675
1d6623ac89a0,"Zhang, Juan",False,2,0.0,71,71,0.04303,0.010759,0.241302,0.000105
f3ac1e666187,"Benowitz, Neal",False,8,12.5,23,31,0.013939,0.010721,0.26751,0.000399
f68c7491a22f,"Prochaska, Judith J",False,29,27.6,40,83,0.024242,0.01064,0.275686,0.000622
dc5a877acaf1,"LoParco, Cassidy R",False,2,0.0,11,11,0.006667,0.010589,0.237662,1e-05
b27de6ec73cc,"Choi, Kelvin",False,13,23.1,60,83,0.036364,0.010589,0.301627,0.031734
d06b2a5b440e,"Berman, Micah L",False,8,0.0,30,35,0.018182,0.010397,0.284998,0.004586
e87633219c2a,"Polosa, Riccardo",False,11,9.1,22,52,0.013333,0.01038,0.260633,0.002282
9ced4abefb65,"Wagener, Theodore L",False,10,0.0,32,49,0.019394,0.010243,0.290505,0.003219
2f94be3389bd,"Glantz, Stanton A",False,20,15.0,17,25,0.010303,0.01021,0.273553,0.000413
91222e554905,"Berman, Micah",False,6,0.0,26,30,0.015758,0.009913,0.296297,0.003971
4f70792d3468,"Burns, D",False,3,33.3,13,14,0.007879,0.009738,0.199581,3.5e-05
7daa6f0974e9,"Vallone, Donna",False,10,0.0,30,40,0.018182,0.009684,0.264373,0.000208
11b9d409e7c8,"Hatsukami, Dorothy",False,12,16.7,71,111,0.04303,0.009599,0.296835,0.035179
4b21353cace7,"Swan, Gary E",False,7,28.6,88,125,0.053333,0.009476,0.285246,0.001517
44aa06167c04,"Pisinger, Charlotta",False,5,40.0,8,8,0.004848,0.009379,0.229892,1.5e-05
60f6b8e9cbd9,"Fix, Brian V",False,7,14.3,21,38,0.012727,0.009253,0.283392,0.044647
a5f62811e3a0,"Ramôa, Carolina",False,3,33.3,37,38,0.022424,0.00923,0.293834,0.015746
3e8120c39fcb,"Robinson, Jason D",False,6,33.3,94,116,0.05697,0.009204,0.283638,0.001357
0bf324c01eb6,"Connolly, Gregory N",False,17,17.6,22,41,0.013333,0.00908,0.28681,0.005553
40d0e70c4b89,"Zhang, Bo",False,2,0.0,12,12,0.007273,0.008973,0.233421,1.5e-05
7407310fdc4e,"Czaplicki, Lauren",False,21,0.0,46,93,0.027879,0.008963,0.27264,0.001365
0c169b7434ea,"O'Connor, Richard",False,15,0.0,61,112,0.03697,0.00864,0.306433,0.069127
7df4697c19ca,"Zhao, Gaokun",False,3,0.0,9,14,0.005455,0.008592,0.160611,0.0
ad603b69e542,"McRobbie, Hayden",False,5,20.0,19,22,0.011515,0.00856,0.273896,0.001633
82998286c241,"Henningfield, J E",False,12,0.0,14,26,0.008485,0.008537,0.199886,3.6e-05
f572926219a4,"Tackett, Alayna P",False,9,22.2,32,44,0.019394,0.00849,0.272073,0.000171
e62d8ee51adc,"Sargent, James D",False,4,25.0,36,38,0.021818,0.00847,0.292913,0.010222
e00b1b0a8455,"McNeill, Ann",False,31,29.0,77,225,0.046667,0.008436,0.306648,0.176995
803f888d88f6,"Jarvis, Martin J",False,6,16.7,19,23,0.011515,0.008424,0.278563,0.002264
a908030e1dd6,"Winickoff, Jonathan P",False,8,12.5,18,24,0.010909,0.008378,0.248736,0.000358
6d01c54b6f58,"Cohen, Joanna E",False,20,5.0,30,68,0.018182,0.008081,0.265231,0.000191
bc0dd5439bff,"Vijayaraghavan, Maya",False,6,50.0,18,30,0.010909,0.007682,0.247419,0.000438
239fdecd60fe,"Xu, Ke",False,3,0.0,36,68,0.021818,0.00754,0.238138,0.000739
5d1eaa16d1b5,"Lee, Peter N",False,8,25.0,12,13,0.007273,0.007484,0.171725,0.0
9909bae3f761,"Edwards, Kathryn C",False,8,37.5,55,100,0.033333,0.007472,0.303658,0.048137
19f305a48085,"Talhout, Reinskje",False,8,0.0,12,19,0.007273,0.007456,0.242555,0.000855
1514f17464e7,"Wang, Lanqing",False,2,0.0,17,17,0.010303,0.007399,0.271903,0.000937
aeb2f97bc4ac,"Popova, Lucy",False,17,23.5,37,68,0.022424,0.007309,0.286559,0.018311
cbf42f83d34b,"Mercincavage, Melissa",False,4,25.0,19,21,0.011515,0.007284,0.279695,0.001381
3ccca685a195,"Hawk, Larry W",False,8,37.5,24,58,0.014545,0.007273,0.292716,0.004914
09a6914752ca,"Emery, Sherry",False,10,20.0,22,30,0.013333,0.007116,0.247653,0.00025
ac84e390c635,"Thrasher, James F",False,14,14.3,48,106,0.029091,0.007062,0.28681,0.095098
b643940749f8,"St Helen, Gideon",False,23,4.3,31,96,0.018788,0.007001,0.277735,0.004917
63a77606d5cc,"Hoek, Janet",False,10,10.0,13,17,0.007879,0.00696,0.232714,0.001299
da74838b601c,"Koprivnikar, Helena",False,4,0.0,16,25,0.009697,0.006945,0.237274,4.3e-05
0f68cfd2ea8c,"Tan, Andy S L",False,9,0.0,20,27,0.012121,0.006938,0.260321,0.000892
c5613d527e75,"Esposito, Marco",True,3,0.0,17,18,0.010303,0.006898,0.177192,0.0
185feec93c35,"Taylor, Eve",False,3,33.3,19,19,0.011515,0.006898,0.266311,0.009452
0dca2ee7d601,"Rodu, Brad",False,7,14.3,11,17,0.006667,0.006751,0.221971,4.4e-05
5c0c4d6ed339,"Thrul, Johannes",False,7,0.0,22,34,0.013333,0.006735,0.287251,0.001181
300d5c183ce8,"Murphy, James",True,10,10.0,25,56,0.015152,0.006706,0.178109,0.0
8487a1b78932,"Slade, J",False,12,0.0,17,37,0.010303,0.006665,0.163994,2e-06
5ac2110e661d,"Steinberg, Michael B",False,3,66.7,32,33,0.019394,0.006655,0.293702,0.015939
6a1f4dbeb973,"Lindblom, Eric N",False,5,0.0,21,21,0.012727,0.00661,0.276444,0.005458
0486c5ca2eee,"Driezen, Pete",False,13,38.5,51,107,0.030909,0.006572,0.28562,0.092799
b63f1d51f28e,"Shopland, D R",False,2,0.0,10,11,0.006061,0.006527,0.199459,3.6e-05
daaf8c509d98,"Spindle, Tory R",False,9,0.0,31,51,0.018788,0.006522,0.278801,0.000879
441ba5f10a52,"Sutfin, Erin L",False,3,33.3,13,18,0.007879,0.006494,0.25559,0.000313
50b09807c16f,"Wang, Yan",False,3,0.0,10,17,0.006061,0.006454,0.205412,1e-06
95018f6919fb,"Barrington-Trimis, Jessica L",False,5,20.0,20,25,0.012121,0.006348,0.276619,0.000243
2986d5e2f579,"Rose, Shyanika W",False,9,0.0,42,61,0.025455,0.006296,0.285433,0.015095
44c522ada9c5,"Tanski, Susanne",False,2,0.0,24,24,0.014545,0.006267,0.27809,0.007821
40c13d1dedf6,"Pentz, Mary Ann",False,4,25.0,19,22,0.011515,0.006177,0.295227,0.002496
99c942c9008e,"Piper, Megan E",False,5,20.0,19,23,0.011515,0.006165,0.287441,0.007443
256f0284cddb,"Meza, Rafael",False,11,18.2,28,55,0.01697,0.00615,0.271227,0.014385
1303e637b119,"Samet, Jonathan M",False,4,0.0,14,15,0.008485,0.006108,0.284936,0.001139
9b214e03d18b,"Lando, Harry A",False,4,0.0,13,13,0.007879,0.00608,0.270721,0.000437
73232bc06cc1,"McNeill, A",False,5,20.0,9,11,0.005455,0.006065,0.198944,3.6e-05
206cb871b1fe,"Halpern-Felsher, Bonnie",False,9,11.1,20,30,0.012121,0.006007,0.288201,0.002507
9d8488ac4930,"Robertson, Rose Marie",False,4,0.0,19,23,0.011515,0.005934,0.284626,0.002349
0fb2776d2d72,"Keller-Hamilton, Brittney",False,4,0.0,18,19,0.010909,0.005925,0.285745,0.000547
630f6ff7a64b,"Bhatnagar, Aruni",False,5,0.0,25,38,0.015152,0.005857,0.291347,0.003419
b99e45180e16,"Wackowski, Olivia A",False,17,11.8,52,86,0.031515,0.005766,0.292978,0.02914
14901895e721,"Smith, Tracy T",False,19,26.3,55,129,0.033333,0.00566,0.308093,0.038466
099c36c276aa,"Jabba, Sairam V",False,13,0.0,24,44,0.014545,0.00564,0.261571,0.000338
95f600a28cb0,"Fernández, Esteve",False,4,0.0,16,26,0.009697,0.005632,0.243912,0.002792
f3ba5b8cf3ef,"Strasser, Andrew A",False,11,18.2,45,89,0.027273,0.005531,0.299417,0.006837
156f2a4ac1f2,"Davis, R M",False,3,0.0,9,12,0.005455,0.005525,0.199612,3.6e-05
8601fad36ffc,"Wang, Feng",False,2,0.0,6,6,0.003636,0.005384,0.167138,0.0
ce9efcd6732b,"Zhang, Long",False,3,0.0,8,8,0.004848,0.005382,0.195319,0.0
f0e94350305b,"Rose, Jed E",False,3,33.3,14,16,0.008485,0.00537,0.26955,0.001676
4d093159446d,"Palmer, Amanda",False,2,100.0,14,14,0.008485,0.005363,0.249829,8.3e-05
af31f1cc2786,"Maddox, Raglan",False,10,0.0,20,38,0.012121,0.005293,0.254645,0.000825
e45dbc614b75,"Nides, Mitchell",False,2,0.0,8,8,0.004848,0.005262,0.256896,0.00015
53b0b1a291d6,"Rigotti, Nancy A",False,7,71.4,25,35,0.015152,0.005225,0.26577,0.000555
dd807b5725dd,"Carpenter, Matthew J",False,19,57.9,40,102,0.024242,0.005207,0.299349,0.027323
f2664ac7b0b9,"Foulds, Jonathan",False,9,22.2,20,36,0.012121,0.005087,0.280656,0.000363
f57e44870bed,"Klemperer, Elias M",False,5,60.0,23,29,0.013939,0.00508,0.289029,0.004407
71f258888488,"Edwards, Richard",False,11,0.0,25,38,0.015152,0.005063,0.257148,0.012865
f56b65d18440,"Yong, Hua H",False,3,33.3,21,27,0.012727,0.005049,0.275222,0.022887
51aad1454ba5,"Purushothaman, Vidya",False,2,0.0,5,5,0.00303,0.004989,0.214508,5.4e-05
ac73f205f2fc,"Shihadeh, Alan",False,26,7.7,34,148,0.020606,0.004929,0.265716,0.000739
eca325160153,"Johnson, Amanda L",False,4,0.0,40,58,0.024242,0.004872,0.296297,0.022274
d0a23b11235d,"Keithly, Lois",False,3,0.0,8,14,0.004848,0.004852,0.218158,3.1e-05
267b3185c41f,"Liu, Jiahong",False,2,0.0,5,6,0.00303,0.004829,0.195436,0.0
f2c3667ef956,"Li, Yong",False,3,0.0,5,7,0.00303,0.004823,0.195436,0.0
ffaa63ec4e6e,"Felicione, Nicholas J",False,4,0.0,21,29,0.012727,0.00481,0.288201,0.024024
3e07ce26c0ab,"Moran, Meghan B",False,14,7.1,32,57,0.019394,0.004809,0.265932,0.001498
ebe032c0b051,"Cano, Miguel Ángel",False,2,100.0,13,13,0.007879,0.004688,0.25253,2.6e-05
5998e62eb79f,"Campbell, Leanne R",False,2,0.0,7,8,0.004242,0.004498,0.216103,1.6e-05
65e3e1e31184,"Leventhal, Adam M",False,5,0.0,21,26,0.012727,0.004494,0.276795,0.00024
3c54efabac72,"Kreslake, Jennifer M",False,4,0.0,13,15,0.007879,0.004488,0.258981,0.003497
560cda98fa8e,"Ribisl, Kurt M",False,22,9.1,34,85,0.020606,0.004384,0.234761,0.000243
8469a76a16fe,"Shields, Peter G",False,14,7.1,37,91,0.022424,0.004383,0.304011,0.017981
dc6c08bac498,"Pepper, Jessica K",False,3,66.7,13,14,0.007879,0.004366,0.222576,3.6e-05
af69fba078df,"Laugesen, Murray",False,6,16.7,6,7,0.003636,0.004359,0.228966,8e-06
ccabbe031ea3,"Gelernter, Joel",False,5,0.0,106,202,0.064242,0.00432,0.246486,0.000211
b372d50445d9,"Kranzler, Henry R",False,5,0.0,106,202,0.064242,0.00432,0.246486,0.000211
3d8e89259c8b,"Bhatt, Jayesh",False,2,0.0,3,3,0.001818,0.004308,0.151988,0.0
922a8d862414,"Bernstein, Steven L",False,8,62.5,25,46,0.015152,0.004295,0.241035,0.000761
94e87fb7e311,"Rees, Vaughan W",False,11,18.2,30,51,0.018182,0.004238,0.29751,0.018485
71b004521fcb,"Bauld, Linda",False,6,16.7,15,23,0.009091,0.004227,0.256996,0.002395
f69708863984,"Gray, N",False,10,10.0,19,25,0.011515,0.004227,0.164159,1e-06
1b79b3017f17,"Leischow, Scott",False,2,0.0,24,25,0.014545,0.004197,0.273267,0.000805
bd0645668370,"Postow, Lisa",False,2,50.0,17,18,0.010303,0.00419,0.284502,0.002732
725e53bc60b0,"Baurley, James W",False,2,0.0,18,22,0.010909,0.004144,0.267564,0.000279
60cf7525746b,"Stanton, Cassandra A",False,14,21.4,84,213,0.050909,0.004134,0.304932,0.094559
0a0973be4a47,"Ganz, Ollie",False,12,0.0,25,40,0.015152,0.004071,0.2485,0.001421
c87945a3599a,"Sharma, Eva",False,8,12.5,64,134,0.038788,0.004034,0.29887,0.066963
0362fd649699,"Morphett, Kylie",False,3,33.3,15,16,0.009091,0.004005,0.268058,0.01001
b95fc598af77,"Delucchi, Kevin",False,6,50.0,13,17,0.007879,0.003972,0.25599,0.000464
34a9c62c8c91,"Chaffee, Benjamin W",False,6,50.0,22,32,0.013333,0.003909,0.270777,0.000726
752488ecf055,"Bickel, Warren K",False,8,12.5,33,53,0.02,0.003884,0.287567,0.024311
a0a046d25f26,"Gilmore, Anna B",False,8,0.0,10,14,0.006061,0.003862,0.217071,3.2e-05
fffb905c5ff1,"Emery, Sherry L",False,12,0.0,24,41,0.014545,0.003843,0.24556,0.000523
b86be2b97096,"Round, Elaine K",True,2,50.0,8,8,0.004848,0.003835,0.177048,0.0
a235c7a88f2e,"Sóñora, Gustavo",False,2,0.0,6,6,0.003636,0.003825,0.224293,0.000528
54614b4d1e10,"Smart, Daniel J",True,2,0.0,19,20,0.011515,0.003814,0.216103,7e-06
305004c2b58c,"Lee, Youn Ok",False,7,42.9,11,14,0.006667,0.003778,0.215002,2e-06
8054ad623f59,"Byron, M Justin",False,6,16.7,19,31,0.011515,0.003747,0.260321,0.000598
3d2f3b443355,"Nardone, Natalie",False,13,15.4,27,62,0.016364,0.00371,0.272527,0.002975
369f242ef4e7,"Bravo Cardenas, Roberto",False,2,0.0,19,19,0.011515,0.003697,0.277558,0.000801
1ca2918eda37,"Hall, Wayne D",False,2,0.0,6,6,0.003636,0.003679,0.232797,0.000242
a544f73fb806,"Bursac, Zoran",False,4,25.0,23,30,0.013939,0.003672,0.266583,0.000215
ca116e6303e5,"Villanti, Andrea C",False,6,33.3,32,48,0.019394,0.003658,0.291412,0.022218
06656d58fba6,"Proctor, Christopher",True,5,20.0,16,19,0.009697,0.003627,0.177288,0.0
5cc670e86079,"Cheng, Hui G",True,3,0.0,4,5,0.002424,0.003616,0.219549,1e-05
eac71c826545,"Gifford, Heather",False,3,0.0,9,12,0.005455,0.00361,0.219476,0.00042
6f0510551ebe,"Mays, Darren",False,7,28.6,25,34,0.015152,0.003609,0.268885,0.001549
c942fbc183df,"Heris, Christina",False,4,0.0,12,18,0.007273,0.003602,0.223489,0.000273
6141afd2ec9b,"Kasza, Karin A",False,16,50.0,79,200,0.047879,0.003601,0.301349,0.141837
dc09190e7928,"Niaura, Raymond",False,6,0.0,35,48,0.021212,0.0036,0.292128,0.017774
35e7dca16e2e,"Breland, Alison",False,10,20.0,25,51,0.015152,0.003574,0.256946,0.000222
925a749f57ed,"Soule, Eric K",False,5,0.0,14,18,0.008485,0.003487,0.25544,0.000134
de018d265096,"Scollo, Michelle",False,2,0.0,10,10,0.006061,0.003393,0.246672,0.002452
4abdfe863860,"Hall, Sharon M",False,7,14.3,28,42,0.01697,0.003388,0.270609,0.000986
5fbcf5661ad3,"Lempert, Lauren Kass",False,5,40.0,11,12,0.006667,0.003326,0.245192,0.00016
b38352b7addf,"Bullen, Chris",False,6,33.3,18,23,0.010909,0.003311,0.250547,0.000171
625248394c4c,"Coleman, Tim",False,5,60.0,18,26,0.010909,0.003298,0.239315,0.000114
1fdf77cabb17,"Shiffman, Saul",False,4,25.0,10,10,0.006061,0.00328,0.231151,5.1e-05
5b8c0eb11e54,"Parrott, Steve",False,2,100.0,13,13,0.007879,0.003256,0.232714,5.7e-05
9efa18ef41ef,"Eissenberg, Thomas E",False,4,25.0,22,26,0.013333,0.003255,0.274241,0.002156
087c7438e78c,"Kennedy, Ryan David",False,17,5.9,34,72,0.020606,0.003251,0.280415,0.001641
49990d34af61,"Connolly, G N",False,7,0.0,12,16,0.007273,0.003249,0.164077,1e-06
3bffb22b8269,"Benowitz, N L",False,9,22.2,8,15,0.004848,0.003239,0.163953,1e-06
55ef3f79df0c,"Notley, Caitlin",False,4,0.0,7,11,0.004242,0.003237,0.215782,8.7e-05
bca5561486e8,"Bush, Andrew",False,5,40.0,4,7,0.002424,0.003234,0.129915,0.0
329f00d73c85,"Bero, L A",False,2,0.0,4,8,0.002424,0.003233,0.138544,0.0
57bfdf28c0e5,"Murphy, Sharon E",False,8,12.5,38,75,0.02303,0.003218,0.284812,0.004347
33bb7073f038,"Moodie, Crawford",False,6,33.3,10,12,0.006061,0.003215,0.241213,0.002739
20f9bdf7c878,"Valentin, Liza",False,2,0.0,15,15,0.009091,0.003196,0.27213,0.000768
a7381fb466d2,"Sæbø, Gunnar",False,2,0.0,11,11,0.006667,0.003191,0.204416,1.7e-05
7a3e6c24b0d2,"Munafò, Marcus R",False,2,50.0,72,73,0.043636,0.003181,0.250116,0.000122
d95280324af1,"Kypriotakis, George",False,2,100.0,9,9,0.005455,0.003156,0.225999,2.4e-05
cbe0e8f9afb1,"Pasch, Keryn E",False,4,25.0,8,9,0.004848,0.003137,0.242645,0.00055
dee63f5789b0,"Wold, Loren E",False,2,0.0,12,12,0.007273,0.003102,0.280115,0.001102
34b106a1734d,"Ferris Wayne, Geoffrey",False,3,33.3,6,7,0.003636,0.0031,0.219365,6.5e-05
2ee25319845f,"McHugh, Damian",True,3,0.0,22,25,0.013333,0.003083,0.21621,7e-06
f5a7ee409dbf,"Perry, Cheryl L",False,5,20.0,14,19,0.008485,0.003048,0.258674,0.000314
1e48735cb420,"Trinidad, Dennis R",False,5,20.0,47,84,0.028485,0.003039,0.29057,0.040871
4b6c39109183,"Kostygina, Ganna",False,11,9.1,21,39,0.012727,0.003028,0.248878,0.000167
70a89c80217a,"Wright, Christopher",True,2,50.0,10,11,0.006061,0.003024,0.182891,0.0
69e7c55fc34d,"Cummings, Michael",False,8,12.5,32,54,0.019394,0.002996,0.272356,0.030175
f8f2f583470d,"Li, Wei",False,6,0.0,21,30,0.012727,0.002989,0.266257,0.000476
392dfcab4a65,"Gartner, Coral",False,9,33.3,20,25,0.012121,0.002979,0.256996,0.00749
e96536d6e8a7,"Hrywna, Mary",False,11,0.0,36,59,0.021818,0.002971,0.281926,0.020418
12823faabc8e,"Liber, Alex",False,4,25.0,15,17,0.009091,0.002955,0.261414,0.008029
b6059cc9af62,"Jenson, Desmond",False,3,0.0,5,5,0.00303,0.002933,0.218778,2.9e-05
c8adcda7f085,"Smith, Danielle",False,2,0.0,14,14,0.008485,0.002923,0.276853,0.003467
4d790f662905,"Skipalskyi, Andrii",False,2,0.0,4,4,0.002424,0.00292,0.226704,7e-06
5570ff5ba8dc,"Zhu, Shu-Hong",False,8,25.0,14,23,0.008485,0.002902,0.228167,0.000112
7d56a12e5b6e,"Tonstad, Serena",False,2,0.0,11,11,0.006667,0.002855,0.260166,0.00019
c8f8483fc64e,"Agaku, Israel T",False,5,40.0,10,12,0.006061,0.002854,0.228008,0.000141
02a0a690cb97,"Gorini, Giuseppe",False,3,33.3,10,10,0.006061,0.00284,0.204034,1.7e-05
9a9a32b5a909,"Oppezzo, Marily",False,2,50.0,5,6,0.00303,0.002836,0.255191,0.000146
0083edbd36e5,"Vardavas, Constantine I",False,3,33.3,11,14,0.006667,0.002706,0.257756,0.011253
e21bdf7efb15,"King, Jessica L",False,2,0.0,6,6,0.003636,0.002694,0.198762,2e-06
e8190b9b9881,"Bush, Andy",False,2,0.0,3,4,0.001818,0.002688,0.183019,0.0
6926f5e5cd78,"Grigg, Jonathan",False,2,0.0,3,4,0.001818,0.002688,0.183019,0.0
6faf2468a470,"Goniewicz, Maciej Lukasz",False,5,0.0,37,48,0.022424,0.002662,0.277323,0.027999
524d97798ab6,"Sutton, Steven K",False,3,33.3,10,13,0.006061,0.002656,0.237576,2.9e-05
10f2c8228f46,"Karelitz, Joshua L",True,3,0.0,6,7,0.003636,0.002645,0.265986,0.000185
1ede585bd917,"Pesko, Michael",False,2,50.0,15,15,0.009091,0.002633,0.244231,0.001054
68bfa1957b07,"Liu, Chuan",True,3,33.3,13,18,0.007879,0.002619,0.176857,0.0
4234ca54e161,"Fearon, Ian M",True,3,33.3,13,18,0.007879,0.002619,0.176857,0.0
8eead895b527,"Michael Cummings, K",False,5,40.0,31,42,0.018788,0.002618,0.275744,0.027179
ece59d5a0ce9,"Brouwer, Andrew F",False,2,50.0,9,9,0.005455,0.002602,0.246347,0.000772
a7953c21204a,"Mistry, Ritesh",False,2,50.0,8,8,0.004848,0.002592,0.22777,0.000727
911dbecef8d0,"Picavet, Patrick",True,4,0.0,11,17,0.006667,0.002591,0.175433,0.0
b8f08a18502f,"Palmer, Amanda M",False,13,53.8,25,72,0.015152,0.00259,0.281501,0.010118
eac1dbb949af,"Sweanor, David",False,7,42.9,19,22,0.011515,0.002585,0.261049,0.014203
5d9ff04d711b,"Pankow, James F",False,6,0.0,14,21,0.008485,0.002573,0.240415,4.5e-05
0e3fca8c65ec,"Henriksen, Lisa",False,12,8.3,19,37,0.011515,0.002556,0.247888,4.4e-05
9e0dfdf5ab47,"Egbe, Catherine O",False,9,33.3,9,14,0.005455,0.002552,0.234509,4.1e-05
bb3f652ef897,"George, Tony P",False,12,41.7,38,88,0.02303,0.002528,0.273553,0.002246
ff7f2fd0b0f7,"Bergen, Andrew W",False,7,14.3,99,184,0.06,0.002515,0.280957,0.001067
afa238ecac28,"Rahman, Irfan",False,7,14.3,16,25,0.009697,0.002465,0.276678,0.001102
764bdcea439c,"Colby, Suzanne M",False,3,33.3,12,14,0.007273,0.002449,0.28138,0.000755
951c818c912c,"Trinidad, Dennis",False,2,0.0,20,20,0.012121,0.002448,0.26955,0.004127
370ad4eb63e1,"Farsalinos, Konstantinos",False,3,33.3,8,15,0.004848,0.00239,0.205186,2.8e-05
1652cc367459,"Seidenberg, Andrew B",False,6,16.7,12,14,0.007273,0.002388,0.243639,0.000138
